Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
18386,Saika Medical Centre,Nairobi,Nairobi,Kasarani,Njiru,Medical Clinic,Private Practice - General Practitioner,Njiru,Saika,Along Kangundo road near Jehova Jire primary school,KASARANI,Njiru,0,0,,,0721659734,,P.O Box 988,,Nsirobi,00600,Phineas Koome Karani,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13175,Salama Nursing Home,Nairobi,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Private Practice - General Practitioner,Eastleigh Section I,,8th Street at the Mosque East leigh,KAMUKUNJI,Eastleigh,8,2,,,0722932093,,P.O Box 73019,0720530526,Nairobi,00200,Rashid Mohammed,Hospital Director,Y,Y,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
13176,Samaritan Medical Services (Dandora),Nairobi,Nairobi,Embakasi North,Njiru,Nursing Home,Non-Governmental Organizations,Dandora,Dandora,At Dandora phase 4,KASARANI,Dandora,24,1,,,,,,,,,,,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20235,Sam-link medical centre,Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - Clinical Officer,Kasarani,kasarani,Thika supper high way then mwiki rd ,KASARANI,near seasons stage behind clay city medical centre,0,0,,,0720813724,,P.O Box 486,0720660605,Nairobi,00618,Samwel kagai,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19379,Sanitas Lotus Medical Centre,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - General Practitioner,Githurai,zimmerman,,ROYSAMBU,Next to index medical centre,0,0,,,,,,,,,Solomon Kariuki,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19445,Santi Meridian Health Care,Nairobi,Nairobi,Embakasi Central,,Medical Clinic,Private Practice - General Practitioner,kayole,,,EMBAKASI CENTRAL,,1,2,,,,,,,,,,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13178,Saola Maternity and Nursing Home,Nairobi,Nairobi,Kibra,Kibra,Maternity Home,Private Enterprise (Institution),Laini Saba,Laini saba,Near Shadrack Kimalel primary school,KIBRA,Ngumo and Golf course estates,8,4,0202731464,,0722795617,saolamedcenter@yahoo.com,P.O Box 59555,,Nairobi,00200,Anastasia Agoro,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18796,Sasa Centre (Makadara),Nairobi,Nairobi,Makadara,,Medical Clinic,Non-Governmental Organizations,,,Off Dunga Road Bandari Road Butele Road Next to Nanak House,MAKADARA,South B Shopping Centre,0,0,,,,,P.O Box 10498,,Nairobi,00100,Jane Munuhe,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18773,Sasa Centre (Westlands),Nairobi,Nairobi,Westlands,Kangemi,Medical Clinic,Non-Governmental Organizations,Kangemi,Kangemi,"Located along Thiongo Road off Waiyaki Way, after Total Petrol Station, Mountain View",WESTLANDS,Westlands,0,0,0203590229,,0735089030,,P.O Box 10498,0203590229,Nairobi,00100,Onesmus Musau,Hospital Director,N,Y,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
19311,Sasa Centre-Ngara,Nairobi,Nairobi,Starehe,Ngara,Medical Clinic,Non-Governmental Organizations,Ngara ,Ngara East,,STAREHE,Ngara Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19449,Scion Healthcare Ltd Clinic,Nairobi,Nairobi,Embakasi South,Mukuru,Medical Clinic,Private Practice - Unspecified,Kwa Njenga,Kwa Njenga,,EMBAKASI SOUTH,Kobil Mukuru,2,1,0202452929,,,Angkin2001@yahoo.com,P.O Box 11616,0711839192,Nairobi,00400,Kiyua,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18593,SDA Health Services Likoni Road Clinic,Nairobi,Nairobi,Makadara,Viwandani,Medical Clinic,Christian Health Association of Kenya,Viwandani,Landmawe,Along Jogoo Road Likoni Road Lusinget,MAKADARA,,0,0,020558400,,,,P.O Box 48629,,Nairobi,00100,Fridah Otao,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20304,Selma medical clinic,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - Unspecified,Githurai,Githurai,just direct opp st john hospital,ROYSAMBU,GithuraiI 45,0,0,,,0721624062,,P.O Box 4888,0717490665,Nairobi,00506,Selina B. Mwita,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18662,Senate Health Services,Nairobi,Nairobi,Embakasi North,Dandora,Medical Clinic,Private Practice - Nurse / Midwife,Dandora phase II,Dandora phase II,Dandora phase II near shell petrol station,KASARANI,Dandora,0,0,,,0721793751,,P.O Box 547,,Nairobi,00516,Humphrey Gachoki Gituuru,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13179,Senye Medical Clinic,Nairobi,Nairobi,Kibra,Kibra,Maternity Home,Private Enterprise (Institution),Sarang'Ombe,Gatwekera,Near Soweto Academy,KIBRA,soweto West,20,0,,,0721633460,,P.O Box 1630,,Nairobi,00606,Dorah Nyanja,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13180,Sex Workers Operation Project (Swop),Nairobi,Nairobi,Starehe,Central,Dispensary,Non-Governmental Organizations,Central Business District,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
18176,Sex Workers Outreach Program (Lang'ata),Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Non-Governmental Organizations,Mugumoini,Southlands Estate,Within the Lang'ata Shopping Mall Complex opposite Lang'ata High School,LANG'ATA,Lang'ata shopping Mall,0,0,,,0710603297,kwamby2007@yahoo.com,P.O Box 19676,,Nairobi,00202,Daniel Kamau,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13181,SGRR Medical Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Other Faith Based,Nairobi West,South C,Next to South C shopping center,LANG'ATA,South C shopping center,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13182,Shaam Nursing Home,Nairobi,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Private Enterprise (Institution),Eastleigh Section I,,,KAMUKUNJI,Nairobi,10,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19400,Sharifik Medical Clinic,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - General Practitioner,Roysambu,Roysambu,Thika road off Kamiti road,ROYSAMBU,opp Kahawa west Baptist church,0,0,,,0725211211,,P.O Box 61732,,Nairobi,00510,Philip Kariuki,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13183,Shauri Moyo Baptist VCT Centre,Nairobi,Nairobi,Kamukunji,Kamukunji,VCT Centre (Stand-Alone),Christian Health Association of Kenya,Shauri Moyo,,,KAMUKUNJI,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,Y,,,,,,,,,,,
13184,Shauri Moyo Clinic,Nairobi,Nairobi,Kamukunji,Pumwani,Medical Clinic,Local Authority,Kamukunji,Shauri Moyo,200mtrs from St Joseph Catholic Church,KAMUKUNJI,Burma Market,0,0,,,,,P.O Box 30108,,Nairobi,,Dorothy Ramogi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19636,Shauri Moyo Health Services,Nairobi,Nairobi,Kamukunji,,Medical Clinic,Private Enterprise (Institution),Shauri Moyo,Shauri Moyo,,KAMUKUNJI,Shauri Moyo,4,1,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18471,Shekina Medical Clinic,Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - Clinical Officer,kasarani,kasarani,thika rd off mwiki opp equity bank,KASARANI,opp. Equity bank kasarani,0,0,0202197638,,0720752645,,P.O Box 34521,0731790578,Nairobi,00100,Fraciah Wanjiku,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13185,Shepherds Medical Clinic Maringo,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Enterprise (Institution),Hamsa,Ofafa Maringo,Off Jogoo Road Past Makadara Law Courts At Maringo Shopping Centre,MAKADARA,Maringo Shopping Centre,0,0,,,0714209191,,P.O Box 3414,0723816270,Nairobi,00200,Christpas Wanjau Munene,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19371,Shiply Medical Centre & Lab,Nairobi,Nairobi,Kasarani,kasarani,Medical Clinic,Private Practice - General Practitioner,kasarani,kasarani,Hunters near main stage hunters kasarani,KASARANI,Hunters ,0,0,,,,,,,,,Patrick Wachira,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17389,Shree Cutchhi Leva Samaj Medical Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Non-Governmental Organizations,Nairobi West,Nairobi West,Nairobi West Shopping Center off Muhoho rd.,LANG'ATA,Nairobi West Shopping Center,0,0,020602532,,,,P.O Box 47459,,Nairobi,00100,Dr.Patel Prakin,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13186,Silanga (MSF Belgium) Dispensary,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Non-Governmental Organizations,Laini Saba,Silanga,Near A.C.K Church Silanga,KIBRA,Silanga village,0,0,,,0720115088,MsfB-Nairobi-kibera@brussels.org,P.O Box 388977,0734820509,Nairobi,00623,Jonah Mwangi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20622,Silanga Community Clinic,Nairobi,Nairobi,Kibra,Kibera,Dispensary,Ministry of Health,Laini Saba,Silanga,"Next to Undugu Society, Laini Saba",KIBRA,,0,0,,,,,,,Nairobi,,Rashida Hussein,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
20400,Silverdine Medical Centre(lancet hse),Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Private Practice - Medical Specialist,Kilimani,Kilimani,"Along Ngong road 5th Venue at 5th Ngong Avenue office Suites, 6th floor",DAGORETTI NORTH,Nairobi,0,0,020600484,,0722764896,silverdinemedical@yahoo.com,P.O Box 15897,0202153352,Nairobi,00100,Dr.Jacinta Maina,Hospital Director,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13187,Single Mothers Association of Kenya (Smak),Nairobi,Nairobi,Starehe,Central,VCT Centre (Stand-Alone),Community,Central Business District,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
18005,South B Hospital Ltd,Nairobi,Nairobi,Starehe,South B ,Nursing Home,Private Practice - General Practitioner,Mukuru Nyayo,Nairobi South,At South B Shopping Centre Next to Yaya Inn On Kapiti Crescent,STAREHE,South B Shopping Centre,33,3,020532762,,0722209165,southbhospital@yahoo.com,Please specify 02049255,020534340,Nairobi,00100,Rodah Bosibori,Nursing Officer in Charge,Y,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13144,South B Police Band Dispensary,Nairobi,Nairobi,Starehe,South B,Dispensary,Other Public Institution,Mukuru Nyayo,Nairobi South,Off Mombasa Road Opposite Uchumi Kapitial Centre,STAREHE,Nairobi South B shopping Centre,0,0,,,,,P.O Box P.O. Box 18120,,Nairobi,00100,Monicah Barkitoch,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17390,Southern Health Care,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Private Practice - General Practitioner,Nairobi West,South C,Muhoho rd. at the South C shopping center,LANG'ATA,South C shopping center,0,0,020609389,,0722868185,,P.O Box 171,0732965683,Nairobi,00200,Dr.Okumu,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13017,Soweto Kayole PHC Health Centre,Nairobi,Nairobi,Embakasi Central,Embakasi,Health Centre,Non-Governmental Organizations,Kayole,Soweto,Near Soweto Police Station Kayole,EMBAKASI CENTRAL,Corner Kayole Market,0,0,,,0722753748,anastaciaegala@yahoo.com,P.O Box 10469,,Nairobi,00100 Gpo,Anastancia Egala,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
20627,Soweto West Community Clinic,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Ministry of Health,Sarang'ombe,Gatwekera,Next to Soweto Academy,KIBRA,,0,0,,,,,,,Nairobi,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13192,Special Provision Clinic,Nairobi,Nairobi,Embakasi West,Embakasi,Medical Clinic,Non-Governmental Organizations,Umoja,Umoja,Opp Peter KIpkosia Primary School Umoja II,EMBAKASI WEST,Nairobi,0,0,,,,,,,,,,Nursing Officer in Charge,Y,Y,Not-Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13193,Special Treatment Clinic,Nairobi,Nairobi,Starehe,City Square,Dispensary,Local Authority,City Square,,,STAREHE,Nairobi,0,0,,,,,P.O Box 30108,,Nairobi,00100,Annah Nyawira,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
20054,Springs of Life Lutheran Dispensary,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Christian Health Association of Kenya,Sarang'ombe,Olympic,On Kibera drive next to the PCEA church Kibera,KIBRA,Olympic,0,0,,,0716198524,,P.O Box 14726,,Nairobi,00100,Gloria Sauck,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19547,Srisathya Sai Medical Clinic,Nairobi,Nairobi,Westlands,,Medical Clinic,Private Enterprise (Institution),,,,WESTLANDS,,3,1,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18219,St Alice (EDARP) Dandora,Nairobi,Nairobi,Embakasi North,Njiru,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,Dandora,Dandora,Dandora Phase IV near Joy Villa Primary School,KASARANI,Dandora Phase IV,0,0,,,0731334461,,P.O Box 47351,,Nairobi,00100,Nancy Wanjiru,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18495,St Aloysius Gonzaga School Dispensary,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Mugumoini,Ngei 1 Estate,On Chweya Lane next to St. Michael Catholic Church.,LANG'ATA,Otiende shopping center,0,0,0202018414,,0715409166,principal@staloysiusgonzaga.ac.ke,P.O Box 647,,Nairobi,00517,David Owino,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17876,St Angela Merici Health Centre (Kingeero),Nairobi,Nairobi,Westlands,Lower Kabete,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Kingeero,Kingeero,"Along Wangige Kingeero Road, Kikuyu",WESTLANDS,Near Wangige Town,11,2,,,0734049431,St.angelamhc@yahoo.com,P.O Box 23176,,Lower Kabete,00604,Sr. Abrehet,Hospital Director,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13196,St Annes Medical Health Centre,Nairobi,Nairobi,Roysambu,Roysambu,Health Centre,Private Enterprise (Institution),Kahawa,,,ROYSAMBU,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13197,St Ann's Clinic,Nairobi,Nairobi,Embakasi Central,Embakasi,Medical Clinic,Private Enterprise (Institution),Kayole,Embakasi,Current Arroweb Nursing Home,EMBAKASI CENTRAL,Nairobi,0,0,,,,,,,,,,,N,N,Not-Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18756,St Anns Medical Centre,Nairobi,Nairobi,Dagoretti South,Riruta,Medical Clinic,Private Practice - Nurse / Midwife,Riruta,Ngando,"Along Ngong Road, Opposite Entrance to Show Ground",DAGORETTI SOUTH,Karandini,0,0,,,0722768756,hawanjoge@yahoo.com,P.O Box 8580,0733236605,Nairobi,00200,Hannah W. Njoroge,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
20080,St Anselmo Medical Clinic,Nairobi,Nairobi,Embakasi West,Umoja,Medical Clinic,Private Practice - General Practitioner,Umoja ,Umoja Inner Core,Near Umoja II chief Office  towards Victory Hospital,EMBAKASI WEST,Umoja  Market,3,1,,,0721217093,stanselmomeds@yahoo.com,Private Bag 21938,,NAIROBI,00100,ANTHONY M. omwega,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17723,St Barkita Dispensary Utawala,Nairobi,Nairobi,Embakasi East,Embakasi,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Embakasi,Utawala,Along Eastern  bypass,EMBAKASI EAST,Embakasi,6,2,07259839854,,0725983984,marisarevert@yahoo.com,P.O Box 270,,Nairobi,00521,"Sr,Marica Revert ",,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13198,St Begson Clinic,Nairobi,Nairobi,Embakasi Central,Embakasi,Medical Clinic,Private Enterprise (Institution),Kayole,Embakasi,,EMBAKASI CENTRAL,Nairobi,5,2,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13199,St Bridget's Mother & Child,Nairobi,Nairobi,Starehe,Kariokor,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kariokor,Ziwani,Located along :General Waruingi St. near Starehe Boys Centre,STAREHE,Nairobi,0,0,0206767914,,,,P.O Box 32513,,Nairobi,00600,Fred Matoke,Clinical Officer,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
13200,St Catherine's Health Centre,Nairobi,Nairobi,Dagoretti North,Dagoretti,Health Centre,Private Enterprise (Institution),Kawangware,,,DAGORETTI NORTH,Kawangware 46,6,0,,,,,,,,,Njenga,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18465,St Clare Medical Clinic,Nairobi,Nairobi,Embakasi South,Embakasi,Medical Clinic,Private Practice - Nurse / Midwife,Embakasi,Pipeline,Near  Embakasi Village,EMBAKASI SOUTH,Nairobi,6,2,,,,,,,,,,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19896,St Eliza Medical Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Private Practice - Nurse / Midwife,Laini saba,Laini Saba,Mashimoni near the bridge to Lindi,LANG'ATA,Mashimoni Village,0,0,,,,,,,Nairobi,,Elizabeth,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13201,St Florence Medical Care Health Centre,Nairobi,Nairobi,Westlands,Mountain View,Medical Clinic,Private Enterprise (Institution),Kangemi,Mountain View,,WESTLANDS,Nairobi,12,0,,,0729871116,,P.O Box 54052,,Nairobi,00200,Ruth Murimi,Hospital Director,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13202,St Francis Com Hospital,Nairobi,Nairobi,Kasarani,Kasarani,Other Hospital,Private Enterprise (Institution),Githurai,,,KASARANI,Nairobi,0,0,,,0722-330688,,,,,,,,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
17943,St Francis Community Hospital (Kasarani),Nairobi,Nairobi,Kasarani,Kasarani,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Kasarani,Kasarani,Kasarani Mwiki Road (Hunters),KASARANI,Hunters,100,4,0202445811,,0713969608,stfch@africaonline.co.ke,P.O Box 62676,,NAIROBI,00200,Sr Victorina,Medical Superintendant,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13203,St Francis Health Centre (Nairobi North),Nairobi,Nairobi,Roysambu,Roysambu,Health Centre,Other Faith Based,Githurai,,,ROYSAMBU,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
19299,St James Medical Centre,Nairobi,Nairobi,Roysambu,Roysambu,Medical Clinic,Private Practice - General Practitioner,Ruaraka,Jagwani,Thika road Next to stage 29/30,ROYSAMBU,Next to stage 29/30,0,0,,,,,,,,,Lameck m,Medical Superintendant,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19033,St James Medical Clinic,Nairobi,Nairobi,Kibra,Kibra,Medical Clinic,Private Practice - Clinical Officer,Sarang'ombe,Gatwekera,,KIBRA,,0,0,,,,,,,,,Edwin,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13205,St John Hospital,Nairobi,Nairobi,Roysambu,Roysambu,Other Hospital,Private Enterprise (Institution),Roysambu,,,ROYSAMBU,Nairobi,42,6,812048,,,,P.O Box  51754,,,,Jared Bokea,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19448,St John Medical Centre,Nairobi,Nairobi,Embakasi Central,,Medical Clinic,Private Practice - Unspecified,,,,EMBAKASI CENTRAL,,2,1,,,,,,,,,,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13206,St Johns Ambulance,Nairobi,Nairobi,Starehe,Central,VCT Centre (Stand-Alone),Non-Governmental Organizations,Central Business District,,,STAREHE,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,Y,,,,,,,,,,,
18408,St John's Community Centre,Nairobi,Nairobi,Kamukunji,Pumwani,Medical Clinic,Other Faith Based,Pumwani,Pumwani,Behind PumwaniI Maternity Hospital,KAMUKUNJI,PumwaniI Maternity Hospital,0,0,0206767656,,0723701945,sjccpumwani@gmail.com,P.O Box 16254,0202101749,Nairobi,00610,Mariah Ngutu,Medical Superintendant,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18222,St John's Community Clinic Njiru,Nairobi,Nairobi,Kasarani,Njiru,Medical Clinic,Non-Governmental Organizations,Njiru,Njiru,At Njiru Shoping Centre,KASARANI,Njiru Market,0,0,,,,,P.O Box 22198,,Nairobi,00400,Antony Kitema,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13207,St Joseph (EDARP) Clinic,Nairobi,Nairobi,Kamukunji,Pumwani,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,Shauri Moyo,,"Next to St Joseph Catholic Church,shauri moyo",KAMUKUNJI,Shauri moyo market,0,0,,,0722699211,,P.O Box 47351,,Nairobi,00100,Fernada Mwangi,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,,,Y,,,,,,,,,
13208,St Joseph Mukasa Dispensary,Nairobi,Nairobi,Roysambu,Kasarani,Dispensary,Other Faith Based,Kahawa,Kahawa west,Next to kamiti maximum prison,ROYSAMBU,Next to kamiti  maximum prison,0,0,0202364272,,0724579742,,P.O Box 65608,,Nairobi,00607,Sr catherine Nduta,,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
17933,St Joseph Nursing Home,Nairobi,Nairobi,Kamukunji,Eastleigh North,Nursing Home,Kenya Episcopal Conference-Catholic Secretariat,Eastleigh North,Eastleigh North,Near ST Teresa Parish or Marie stpoes,KAMUKUNJI,Eastleigh town,23,3,0206765863,,0712955114,maggwande@gmail.com,P.O Box 77807,0722561826,Nairobi,00622,SR Margaret Wandera ,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13209,St Joseph W Dispensary (Westlands),Nairobi,Nairobi,Westlands,Mountain View,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Uthiru,,,WESTLANDS,Nairobi,0,0,,,0720122989,,P.O Box 23627,,Nairobi,00625,Susan Wamboi,Hospital Director,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13210,St Joseph's Dispensary (Dagoretti),Nairobi,Nairobi,Dagoretti South,Dagoretti,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Riruta,,,DAGORETTI SOUTH,Riruta Satellite,0,0,,,,,,,,,Wambugu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13213,St Lukes (Kona) Health Centre,Nairobi,Nairobi,Dagoretti South,Dagoretti,Health Centre,Private Enterprise (Institution),Riruta,,,DAGORETTI SOUTH,Nairobi,7,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
17391,St Mac's Hospital,Nairobi,Nairobi,Kibra,Kibra,Dispensary,Community,Laini Saba,Laini Saba,Across the railway line near Golfcourse Chief's Office,KIBRA,Laini Saba Market,3,0,,,0728435587,stmacsmedical@gmail.com,P.O Box 11968,,Nairobi,00100,Mary Onchari,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13214,St Mark Medical Clinic (Nairobi East),Nairobi,Nairobi,Embakasi North,Dandora,Medical Clinic,Private Enterprise (Institution),Dandora,Dandora,,KASARANI,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13217,St Mary's Health Centre,Nairobi,Nairobi,Roysambu,Kasarani,Health Centre,Private Enterprise (Institution),Korogocho,,,ROYSAMBU,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
17940,St Mary's Health Services,Nairobi,Nairobi,Roysambu,Kasarani,Health Centre,Private Practice - Unspecified,Githurai,Githurai,Thika Road Opposite Equity Bank-Sama House,ROYSAMBU,Githurai 45,8,0,,,0722363668,,P.O Box 70 ,0722648959,KNH,,Richard Muthagania,,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13216,St Mary's Medical Clinic,Nairobi,Nairobi,Kibra,Kibra,Maternity Home,Private Enterprise (Institution),Kibera,Makina,Between Kibera Primary School and Raila Education Center,KIBRA,Makina,5,0,,,0720792335,,P.O Box 24,,Nairobi,00517,Constance Elizabeth Okoth,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13215,St Mary's Medical Clinic,Nairobi,Nairobi,Embakasi Central,Embakasi,Medical Clinic,Private Enterprise (Institution),Umoja ,Umoja ,,EMBAKASI CENTRAL,Nairobi,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13218,St Mary's Mission Hospital,Nairobi,Nairobi,Langata,Lang'ata,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Mugumoini,Mugumoini,after Otiende shopping center,LANG'ATA,Otiende estate,299,0,0202052720,,0721545640,bahatiodemary@yahoo.com,P.O Box 3409,0208014924,Nairobi,,Dr.Brian,Medical Superintendant,N,N,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19438,St Maurice Medical Services,Nairobi,Nairobi,Embakasi Central,Umoja,Medical Clinic,Private Practice - Nurse / Midwife,Umoja,Umoja Two,Between mama Lucy and Kayole Savanna Roundabout,EMBAKASI CENTRAL,Umoja  Market,2,1,0722439488,,,,P.O Box 28522,0722620409,Nairobi,00200,Isabella Mmbone,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
